id,merchant_id,shopper_id,amount_cents,created_at,completed_at
1462,3,205,34411,12/02/2018 07:15:00,14/02/2018 00:19:41
1465,8,210,35112,12/02/2018 08:42:00,14/02/2018 02:27:29
1466,4,1,29766,12/02/2018 09:11:00,13/02/2018 23:30:09
1467,4,183,31865,12/02/2018 09:40:00,14/02/2018 16:37:57
1468,1,71,40591,12/02/2018 10:09:00,14/02/2018 03:58:32
1469,3,101,22487,12/02/2018 10:38:00,14/02/2018 17:38:15
1471,6,293,41476,12/02/2018 11:36:00,13/02/2018 17:27:30
1473,7,157,2713,12/02/2018 12:34:00,13/02/2018 12:54:18
1474,6,129,20177,12/02/2018 13:03:00,13/02/2018 14:24:44
1475,4,268,16360,12/02/2018 13:32:00,14/02/2018 07:21:22
1477,11,316,10804,12/02/2018 14:30:00,14/02/2018 00:35:31
1478,5,272,29604,12/02/2018 14:59:00,13/02/2018 19:16:44
1482,6,245,9149,12/02/2018 16:55:00,14/02/2018 04:40:07
1483,5,95,44693,12/02/2018 17:24:00,14/02/2018 04:58:31
1484,11,23,5202,12/02/2018 17:53:00,14/02/2018 06:00:31
1485,10,386,3139,12/02/2018 18:22:00,15/02/2018 08:30:06
1486,11,390,15380,12/02/2018 18:51:00,14/02/2018 16:40:28
1489,4,241,22173,12/02/2018 20:18:00,14/02/2018 04:43:11
1491,9,267,39505,12/02/2018 21:16:00,14/02/2018 23:36:00
1492,1,109,20106,12/02/2018 21:45:00,14/02/2018 15:22:04
1494,8,214,6623,12/02/2018 22:43:00,14/02/2018 00:31:39
1495,10,328,18904,12/02/2018 23:12:00,14/02/2018 17:17:20
1496,10,33,25460,12/02/2018 23:41:00,14/02/2018 06:44:42
1498,2,361,15690,13/02/2018 01:14:00,15/02/2018 09:35:10
1499,5,130,43132,13/02/2018 01:51:00,14/02/2018 05:16:56
1500,12,334,25644,13/02/2018 02:28:00,15/02/2018 00:05:41
1501,4,177,3643,13/02/2018 03:05:00,14/02/2018 14:57:24
1502,13,41,31642,13/02/2018 03:42:00,15/02/2018 06:49:39
1507,14,170,42106,13/02/2018 06:47:00,14/02/2018 12:17:11
1508,2,342,38692,13/02/2018 07:24:00,15/02/2018 13:43:18
1509,3,327,36465,13/02/2018 08:01:00,14/02/2018 11:09:10
1510,12,280,25307,13/02/2018 08:38:00,15/02/2018 13:33:23
1511,1,224,33262,13/02/2018 09:15:00,15/02/2018 14:32:26
1515,5,286,18694,13/02/2018 11:43:00,16/02/2018 04:49:16
1516,8,149,36941,13/02/2018 12:20:00,15/02/2018 01:20:04
1517,12,213,38109,13/02/2018 12:57:00,14/02/2018 20:26:41
1518,3,199,37959,13/02/2018 13:34:00,15/02/2018 03:00:34
1519,13,364,35932,13/02/2018 14:11:00,16/02/2018 07:15:32
1520,2,391,38708,13/02/2018 14:48:00,16/02/2018 03:18:40
1523,9,174,44140,13/02/2018 16:39:00,15/02/2018 02:13:20
1525,6,86,8898,13/02/2018 17:53:00,14/02/2018 20:07:39
1526,7,243,5669,13/02/2018 18:30:00,16/02/2018 06:19:44
1527,7,374,20924,13/02/2018 19:07:00,15/02/2018 06:54:20
1528,7,384,7046,13/02/2018 19:44:00,15/02/2018 14:22:17
1530,11,398,31495,13/02/2018 20:58:00,16/02/2018 08:38:45
1531,13,161,14553,13/02/2018 21:35:00,15/02/2018 01:31:28
1532,7,293,3961,13/02/2018 22:12:00,15/02/2018 21:18:20
1533,12,166,17101,13/02/2018 22:49:00,15/02/2018 16:03:23
1535,2,75,31736,14/02/2018 00:55:00,16/02/2018 17:54:52
1537,11,122,16201,14/02/2018 02:45:00,16/02/2018 17:21:40
1538,5,81,43547,14/02/2018 03:40:00,15/02/2018 13:16:01
1540,13,115,39274,14/02/2018 05:30:00,15/02/2018 12:48:38
1541,7,391,21261,14/02/2018 06:25:00,16/02/2018 01:15:14
1542,7,353,41540,14/02/2018 07:20:00,15/02/2018 12:32:16
1543,10,48,15595,14/02/2018 08:15:00,16/02/2018 11:30:42
1545,10,5,30063,14/02/2018 10:05:00,17/02/2018 00:07:57
1547,8,82,6807,14/02/2018 11:55:00,16/02/2018 10:50:38
1549,3,263,27728,14/02/2018 13:45:00,16/02/2018 20:06:35
1550,1,25,33884,14/02/2018 14:40:00,17/02/2018 04:18:41
1551,8,104,14941,14/02/2018 15:35:00,17/02/2018 01:34:26
1553,13,344,5868,14/02/2018 17:25:00,15/02/2018 18:45:13
1554,11,292,21674,14/02/2018 18:20:00,17/02/2018 00:56:12
1555,10,315,6416,14/02/2018 19:15:00,16/02/2018 17:02:39
1557,8,335,42356,14/02/2018 21:05:00,16/02/2018 18:52:01
1558,7,148,20933,14/02/2018 22:00:00,16/02/2018 13:10:47
1560,9,388,13714,14/02/2018 23:50:00,17/02/2018 00:14:23
1583,6,186,35998,15/02/2018 21:51:00,
1593,9,313,20460,16/02/2018 05:04:00,
1596,4,373,18521,16/02/2018 06:58:00,
1597,10,134,28697,16/02/2018 07:36:00,
1603,3,213,13806,16/02/2018 11:24:00,
1604,3,117,23519,16/02/2018 12:02:00,
1613,2,376,42952,16/02/2018 17:44:00,
1625,7,65,21945,17/02/2018 01:27:00,
1640,7,357,19203,17/02/2018 08:42:00,
1653,3,255,16281,17/02/2018 14:59:00,
1657,2,23,40254,17/02/2018 16:55:00,
1658,3,190,24602,17/02/2018 17:24:00,
1660,10,352,3071,17/02/2018 18:22:00,
1666,9,156,17905,17/02/2018 21:16:00,
1667,3,11,14477,17/02/2018 21:45:00,
1671,1,368,10993,17/02/2018 23:41:00,
1675,6,259,28643,18/02/2018 04:48:00,
1678,5,325,31336,18/02/2018 08:24:00,
1563,3,246,38208,15/02/2018 02:51:00,17/02/2018 06:30:33
1564,4,69,15922,15/02/2018 03:48:00,16/02/2018 04:21:49
1565,5,315,39713,15/02/2018 04:45:00,16/02/2018 08:59:46
1566,3,188,36639,15/02/2018 05:42:00,16/02/2018 06:58:46
1567,6,60,18620,15/02/2018 06:39:00,17/02/2018 07:16:25
1568,12,221,6407,15/02/2018 07:36:00,17/02/2018 16:54:39
1570,13,382,18362,15/02/2018 09:30:00,16/02/2018 20:34:45
1571,13,177,37747,15/02/2018 10:27:00,17/02/2018 21:01:38
1572,10,293,29832,15/02/2018 11:24:00,16/02/2018 19:04:24
1573,14,4,23262,15/02/2018 12:21:00,17/02/2018 22:16:22
1574,1,392,12295,15/02/2018 13:18:00,18/02/2018 02:27:40
1576,8,393,42206,15/02/2018 15:12:00,18/02/2018 03:08:43
1577,3,188,11979,15/02/2018 16:09:00,17/02/2018 13:26:46
1578,3,274,32369,15/02/2018 17:06:00,17/02/2018 14:23:32
1579,1,200,7005,15/02/2018 18:03:00,18/02/2018 03:47:37
1580,5,184,41884,15/02/2018 19:00:00,18/02/2018 08:32:40
1582,14,205,41101,15/02/2018 20:54:00,17/02/2018 17:45:16
1584,4,6,36506,15/02/2018 22:48:00,18/02/2018 01:09:11
1585,9,47,33150,15/02/2018 23:45:00,17/02/2018 19:13:46
1586,7,177,15569,16/02/2018 00:38:00,17/02/2018 03:47:09
1587,5,58,2892,16/02/2018 01:16:00,17/02/2018 15:48:42
1588,3,13,23694,16/02/2018 01:54:00,18/02/2018 08:22:25
1590,6,322,44771,16/02/2018 03:10:00,17/02/2018 03:11:54
1591,9,390,16724,16/02/2018 03:48:00,18/02/2018 00:45:15
1592,2,297,7379,16/02/2018 04:26:00,18/02/2018 17:55:36
1594,10,245,30507,16/02/2018 05:42:00,18/02/2018 18:42:16
1595,7,217,22760,16/02/2018 06:20:00,17/02/2018 15:13:46
1599,7,244,23510,16/02/2018 08:52:00,18/02/2018 11:17:31
1600,4,191,15648,16/02/2018 09:30:00,17/02/2018 14:04:18
1601,14,68,28782,16/02/2018 10:08:00,17/02/2018 16:03:21
1602,7,86,36360,16/02/2018 10:46:00,19/02/2018 03:34:30
1605,6,360,18209,16/02/2018 12:40:00,18/02/2018 12:56:00
1607,12,48,19542,16/02/2018 13:56:00,18/02/2018 10:34:00
1608,4,46,32473,16/02/2018 14:34:00,17/02/2018 17:35:13
1609,1,54,5892,16/02/2018 15:12:00,17/02/2018 22:42:13
1610,9,240,35059,16/02/2018 15:50:00,19/02/2018 03:35:41
1611,3,34,40760,16/02/2018 16:28:00,17/02/2018 20:40:36
1612,11,337,3383,16/02/2018 17:06:00,18/02/2018 02:28:46
1615,14,326,7083,16/02/2018 19:00:00,19/02/2018 01:01:55
1616,2,82,17663,16/02/2018 19:38:00,19/02/2018 12:05:50
1617,10,157,29784,16/02/2018 20:16:00,17/02/2018 20:43:36
1618,1,130,23941,16/02/2018 20:54:00,19/02/2018 10:19:50
1619,9,60,34051,16/02/2018 21:32:00,19/02/2018 03:17:25
1621,8,209,32804,16/02/2018 22:48:00,19/02/2018 00:46:59
1622,10,115,37966,16/02/2018 23:26:00,19/02/2018 04:10:29
1623,4,299,6513,17/02/2018 00:29:00,19/02/2018 13:44:18
1624,2,121,21032,17/02/2018 00:58:00,19/02/2018 16:40:59
1626,12,73,38044,17/02/2018 01:56:00,18/02/2018 20:51:43
1628,13,297,19631,17/02/2018 02:54:00,19/02/2018 04:51:01
1629,6,356,12632,17/02/2018 03:23:00,19/02/2018 12:15:06
1630,13,312,21521,17/02/2018 03:52:00,18/02/2018 23:38:58
1631,4,320,28660,17/02/2018 04:21:00,18/02/2018 12:49:49
1632,4,264,25061,17/02/2018 04:50:00,18/02/2018 10:31:22
1633,14,104,14109,17/02/2018 05:19:00,19/02/2018 08:34:18
1635,12,91,9208,17/02/2018 06:17:00,18/02/2018 19:47:34
1636,11,249,12643,17/02/2018 06:46:00,19/02/2018 01:46:12
1637,2,258,29483,17/02/2018 07:15:00,18/02/2018 08:47:19
1638,14,171,14074,17/02/2018 07:44:00,20/02/2018 01:12:27
1639,12,292,3852,17/02/2018 08:13:00,19/02/2018 00:25:05
1642,12,360,28387,17/02/2018 09:40:00,18/02/2018 22:08:01
1643,13,309,27467,17/02/2018 10:09:00,20/02/2018 01:41:18
1644,7,138,40327,17/02/2018 10:38:00,18/02/2018 16:37:20
1645,10,251,19352,17/02/2018 11:07:00,20/02/2018 03:09:30
1646,2,364,25309,17/02/2018 11:36:00,19/02/2018 21:24:49
1648,11,172,25715,17/02/2018 12:34:00,19/02/2018 04:37:55
1649,14,10,25996,17/02/2018 13:03:00,18/02/2018 17:48:37
1650,3,253,5606,17/02/2018 13:32:00,18/02/2018 20:35:46
1651,3,312,42686,17/02/2018 14:01:00,18/02/2018 18:18:27
1652,1,326,30705,17/02/2018 14:30:00,18/02/2018 19:55:51
1654,1,72,17206,17/02/2018 15:28:00,20/02/2018 04:54:36
1656,5,313,25119,17/02/2018 16:26:00,20/02/2018 03:24:50
1659,10,116,33457,17/02/2018 17:53:00,20/02/2018 04:52:37
1661,3,389,21922,17/02/2018 18:51:00,19/02/2018 02:08:33
1662,8,318,44414,17/02/2018 19:20:00,18/02/2018 20:52:21
1663,6,343,24764,17/02/2018 19:49:00,20/02/2018 08:57:48
1665,14,180,44113,17/02/2018 20:47:00,20/02/2018 05:38:00
1668,12,265,36501,17/02/2018 22:14:00,19/02/2018 03:52:07
1669,5,187,7937,17/02/2018 22:43:00,20/02/2018 10:00:45
1670,3,82,6442,17/02/2018 23:12:00,19/02/2018 21:57:13
1672,1,109,12233,18/02/2018 01:12:00,19/02/2018 04:23:53
1674,4,26,40898,18/02/2018 03:36:00,19/02/2018 08:53:31
1676,14,98,4778,18/02/2018 06:00:00,20/02/2018 18:08:38
1677,5,97,3574,18/02/2018 07:12:00,20/02/2018 00:01:19
1679,2,252,18615,18/02/2018 09:36:00,19/02/2018 11:05:04
1680,9,261,9665,18/02/2018 10:48:00,20/02/2018 07:59:27
1695,7,102,6293,19/02/2018 02:48:00,
1696,12,381,25106,19/02/2018 03:30:00,
1701,6,178,36755,19/02/2018 07:00:00,
1706,1,114,35708,19/02/2018 10:30:00,
1714,9,81,11671,19/02/2018 16:06:00,
1721,10,204,3907,19/02/2018 21:00:00,
1722,6,117,25210,19/02/2018 21:42:00,
1728,5,381,40667,20/02/2018 02:15:00,
1730,10,329,40165,20/02/2018 03:45:00,
1731,2,120,17711,20/02/2018 04:30:00,
1733,2,380,4316,20/02/2018 06:00:00,
1736,10,355,11271,20/02/2018 08:15:00,
1742,4,210,12711,20/02/2018 12:45:00,
1748,11,154,31378,20/02/2018 17:15:00,
1754,5,143,15533,20/02/2018 21:45:00,
1761,3,138,35891,21/02/2018 02:00:00,
1762,7,341,18256,21/02/2018 02:30:00,
1774,2,381,41889,21/02/2018 08:30:00,
1789,12,152,39112,21/02/2018 16:00:00,
1790,2,31,17764,21/02/2018 16:30:00,
1793,7,247,30714,21/02/2018 18:00:00,
1794,4,156,21654,21/02/2018 18:30:00,
1683,2,166,18885,18/02/2018 14:24:00,20/02/2018 12:32:35
1684,8,130,8826,18/02/2018 15:36:00,20/02/2018 10:33:55
1685,5,62,10731,18/02/2018 16:48:00,21/02/2018 06:07:43
1686,12,245,31205,18/02/2018 18:00:00,20/02/2018 03:19:32
1687,7,259,39953,18/02/2018 19:12:00,21/02/2018 02:26:47
1688,6,168,37120,18/02/2018 20:24:00,21/02/2018 01:36:26
1690,6,281,39598,18/02/2018 22:48:00,20/02/2018 09:47:50
1691,9,93,40976,19/02/2018 00:00:00,21/02/2018 14:21:16
1692,14,400,11198,19/02/2018 00:42:00,20/02/2018 01:41:09
1693,2,74,9856,19/02/2018 01:24:00,20/02/2018 21:50:59
1694,3,183,34640,19/02/2018 02:06:00,20/02/2018 16:15:07
1698,13,254,33469,19/02/2018 04:54:00,20/02/2018 12:14:12
1699,8,322,30274,19/02/2018 05:36:00,21/02/2018 11:05:39
1700,9,244,20232,19/02/2018 06:18:00,21/02/2018 19:31:01
1702,9,169,19808,19/02/2018 07:42:00,21/02/2018 05:27:18
1703,7,44,17269,19/02/2018 08:24:00,21/02/2018 10:10:10
1705,12,392,22510,19/02/2018 09:48:00,21/02/2018 04:43:24
1707,4,329,42613,19/02/2018 11:12:00,20/02/2018 11:20:15
1708,1,225,37903,19/02/2018 11:54:00,20/02/2018 14:24:28
1709,13,6,40053,19/02/2018 12:36:00,21/02/2018 13:58:47
1710,12,125,16908,19/02/2018 13:18:00,21/02/2018 03:24:11
1711,13,29,16882,19/02/2018 14:00:00,22/02/2018 02:34:44
1713,7,222,18748,19/02/2018 15:24:00,20/02/2018 17:19:58
1715,12,330,24051,19/02/2018 16:48:00,21/02/2018 13:27:14
1716,2,61,6601,19/02/2018 17:30:00,21/02/2018 03:50:52
1717,7,309,15255,19/02/2018 18:12:00,21/02/2018 00:08:31
1718,9,135,31912,19/02/2018 18:54:00,21/02/2018 16:47:57
1720,10,302,42121,19/02/2018 20:18:00,22/02/2018 12:26:51
1723,4,292,22971,19/02/2018 22:24:00,20/02/2018 23:00:26
1724,7,264,16483,19/02/2018 23:06:00,21/02/2018 19:10:40
1725,3,106,32714,19/02/2018 23:48:00,22/02/2018 04:04:31
1726,1,152,14494,20/02/2018 00:45:00,21/02/2018 12:54:39
1729,2,295,10698,20/02/2018 03:00:00,21/02/2018 16:13:26
1732,10,184,24296,20/02/2018 05:15:00,21/02/2018 18:22:25
1734,3,112,15777,20/02/2018 06:45:00,22/02/2018 21:47:41
1735,3,338,17693,20/02/2018 07:30:00,22/02/2018 14:45:31
1737,12,87,42574,20/02/2018 09:00:00,22/02/2018 03:06:17
1738,13,67,19287,20/02/2018 09:45:00,21/02/2018 19:39:57
1740,13,66,37821,20/02/2018 11:15:00,22/02/2018 04:12:30
1741,14,155,23267,20/02/2018 12:00:00,22/02/2018 07:55:22
1743,13,232,30268,20/02/2018 13:30:00,23/02/2018 02:08:43
1744,2,73,4923,20/02/2018 14:15:00,22/02/2018 12:54:26
1745,3,307,20665,20/02/2018 15:00:00,23/02/2018 02:19:45
1747,13,69,21444,20/02/2018 16:30:00,22/02/2018 08:10:10
1749,12,51,19858,20/02/2018 18:00:00,22/02/2018 15:05:21
1750,8,182,25954,20/02/2018 18:45:00,21/02/2018 19:36:57
1751,13,256,13829,20/02/2018 19:30:00,22/02/2018 03:45:06
1752,7,91,43262,20/02/2018 20:15:00,23/02/2018 03:14:51
1755,5,49,9153,20/02/2018 22:30:00,23/02/2018 05:10:24
1756,8,320,37547,20/02/2018 23:15:00,23/02/2018 16:08:28
1757,13,94,36143,21/02/2018 00:00:00,23/02/2018 08:44:06
1758,8,389,44466,21/02/2018 00:30:00,22/02/2018 13:21:59
1759,13,358,40916,21/02/2018 01:00:00,22/02/2018 23:43:48
1760,2,245,16573,21/02/2018 01:30:00,22/02/2018 17:36:18
1764,7,98,21958,21/02/2018 03:30:00,22/02/2018 18:13:31
1765,5,373,42354,21/02/2018 04:00:00,22/02/2018 08:00:55
1766,12,283,27358,21/02/2018 04:30:00,23/02/2018 04:21:17
1767,4,84,28615,21/02/2018 05:00:00,23/02/2018 03:25:14
1768,11,391,28335,21/02/2018 05:30:00,23/02/2018 22:17:33
1770,14,18,16719,21/02/2018 06:30:00,23/02/2018 01:17:57
1771,13,366,20771,21/02/2018 07:00:00,22/02/2018 20:29:33
1772,10,177,10719,21/02/2018 07:30:00,23/02/2018 04:34:41
1773,7,396,27418,21/02/2018 08:00:00,23/02/2018 12:23:53
1775,12,316,10098,21/02/2018 09:00:00,22/02/2018 19:15:22
1777,5,195,9308,21/02/2018 10:00:00,22/02/2018 14:29:54
1778,14,330,23275,21/02/2018 10:30:00,22/02/2018 10:32:53
1779,12,100,5143,21/02/2018 11:00:00,22/02/2018 13:22:39
1780,9,365,39271,21/02/2018 11:30:00,23/02/2018 10:55:55
1781,7,199,5266,21/02/2018 12:00:00,24/02/2018 04:04:57
1782,5,210,20914,21/02/2018 12:30:00,22/02/2018 15:44:01
1784,10,98,15651,21/02/2018 13:30:00,23/02/2018 02:51:37
1785,1,9,26572,21/02/2018 14:00:00,23/02/2018 11:50:01
1786,10,36,34972,21/02/2018 14:30:00,23/02/2018 09:29:29
1787,5,391,36950,21/02/2018 15:00:00,24/02/2018 07:35:05
1788,6,10,5436,21/02/2018 15:30:00,23/02/2018 02:08:44
1792,11,319,40499,21/02/2018 17:30:00,24/02/2018 01:21:42
1795,10,365,37255,21/02/2018 19:00:00,22/02/2018 20:43:17
1796,10,6,24346,21/02/2018 19:30:00,24/02/2018 10:41:02
1797,2,341,18610,21/02/2018 20:00:00,24/02/2018 03:46:18
1798,6,222,37244,21/02/2018 20:30:00,23/02/2018 18:51:16
1800,6,271,43442,21/02/2018 21:30:00,23/02/2018 14:40:30
1806,8,20,37107,22/02/2018 00:56:00,
1813,7,175,38168,22/02/2018 04:12:00,
1819,13,138,9786,22/02/2018 07:00:00,
1823,9,200,14796,22/02/2018 08:52:00,
1826,2,276,29468,22/02/2018 10:16:00,
1827,9,53,40309,22/02/2018 10:44:00,
1836,1,268,7775,22/02/2018 14:56:00,
1840,8,30,22406,22/02/2018 16:48:00,
1845,13,389,39707,22/02/2018 19:08:00,
1846,13,302,37127,22/02/2018 19:36:00,
1861,4,244,31706,23/02/2018 03:30:00,
1862,1,50,36419,23/02/2018 04:00:00,
1863,7,140,24158,23/02/2018 04:30:00,
1871,11,354,14280,23/02/2018 08:30:00,
1887,11,334,17662,23/02/2018 16:30:00,
1890,11,250,41309,23/02/2018 18:00:00,
1893,14,362,25784,23/02/2018 19:30:00,
1894,13,354,31956,23/02/2018 20:00:00,
1898,8,341,21414,23/02/2018 22:00:00,
1899,11,24,29866,23/02/2018 22:30:00,
1902,9,103,10993,24/02/2018 00:00:00,
1904,13,20,19592,24/02/2018 01:20:00,
1909,1,218,16583,24/02/2018 04:40:00,
1914,10,358,30332,24/02/2018 08:00:00,
1803,10,179,42997,21/02/2018 23:00:00,24/02/2018 06:49:58
1804,1,365,40285,21/02/2018 23:30:00,23/02/2018 07:49:17
1805,9,245,2897,22/02/2018 00:28:00,23/02/2018 07:01:52
1807,8,134,25825,22/02/2018 01:24:00,24/02/2018 08:11:51
1808,8,188,4899,22/02/2018 01:52:00,23/02/2018 10:20:16
1809,8,24,16351,22/02/2018 02:20:00,24/02/2018 16:43:23
1811,13,322,41376,22/02/2018 03:16:00,24/02/2018 08:26:02
1812,14,177,26366,22/02/2018 03:44:00,24/02/2018 00:10:37
1814,12,315,41987,22/02/2018 04:40:00,23/02/2018 05:08:21
1815,10,379,15533,22/02/2018 05:08:00,24/02/2018 09:41:50
1816,11,279,442,22/02/2018 05:36:00,24/02/2018 07:09:12
1818,13,136,21962,22/02/2018 06:32:00,24/02/2018 04:10:18
1820,10,161,27640,22/02/2018 07:28:00,24/02/2018 11:00:35
1821,2,309,9178,22/02/2018 07:56:00,23/02/2018 22:55:31
1822,1,100,33194,22/02/2018 08:24:00,25/02/2018 00:13:54
1824,8,314,18030,22/02/2018 09:20:00,24/02/2018 09:38:30
1828,8,3,19170,22/02/2018 11:12:00,23/02/2018 15:11:08
1829,4,22,18081,22/02/2018 11:40:00,23/02/2018 23:40:02
1830,14,187,32202,22/02/2018 12:08:00,23/02/2018 20:19:54
1831,5,7,36680,22/02/2018 12:36:00,24/02/2018 10:51:42
1832,3,259,20716,22/02/2018 13:04:00,23/02/2018 20:29:32
1833,14,228,21905,22/02/2018 13:32:00,25/02/2018 06:26:36
1835,2,197,18731,22/02/2018 14:28:00,25/02/2018 03:17:18
1837,11,190,22128,22/02/2018 15:24:00,25/02/2018 05:23:15
1838,11,70,23141,22/02/2018 15:52:00,23/02/2018 16:23:34
1839,5,259,44427,22/02/2018 16:20:00,23/02/2018 23:15:28
1841,12,387,5783,22/02/2018 17:16:00,24/02/2018 06:27:44
1843,9,26,13549,22/02/2018 18:12:00,24/02/2018 23:19:52
1844,6,18,14811,22/02/2018 18:40:00,25/02/2018 09:46:22
1847,11,94,41333,22/02/2018 20:04:00,25/02/2018 08:42:31
1848,6,17,3293,22/02/2018 20:32:00,24/02/2018 11:19:34
1849,10,12,4903,22/02/2018 21:00:00,24/02/2018 03:19:50
1851,6,7,21288,22/02/2018 21:56:00,24/02/2018 01:27:23
1852,1,355,44325,22/02/2018 22:24:00,25/02/2018 08:40:09
1853,14,357,16490,22/02/2018 22:52:00,24/02/2018 07:33:05
1854,12,50,28359,22/02/2018 23:20:00,24/02/2018 05:03:30
1855,1,246,9212,23/02/2018 00:30:00,24/02/2018 01:48:02
1856,6,57,30574,23/02/2018 01:00:00,25/02/2018 10:16:36
1858,12,247,20112,23/02/2018 02:00:00,25/02/2018 18:46:46
1859,6,68,22091,23/02/2018 02:30:00,25/02/2018 04:30:32
1860,2,280,21226,23/02/2018 03:00:00,25/02/2018 03:50:15
1864,7,344,12954,23/02/2018 05:00:00,25/02/2018 13:12:46
1865,2,305,44784,23/02/2018 05:30:00,25/02/2018 09:50:22
1867,9,61,42430,23/02/2018 06:30:00,25/02/2018 18:04:15
1868,7,397,11691,23/02/2018 07:00:00,24/02/2018 08:33:33
1869,11,292,30661,23/02/2018 07:30:00,24/02/2018 21:27:48
1870,12,221,44367,23/02/2018 08:00:00,25/02/2018 00:10:49
1872,11,189,43992,23/02/2018 09:00:00,25/02/2018 19:48:16
1874,2,259,24981,23/02/2018 10:00:00,25/02/2018 09:32:21
1875,9,364,37215,23/02/2018 10:30:00,25/02/2018 10:28:24
1876,7,233,26613,23/02/2018 11:00:00,25/02/2018 19:05:52
1877,13,308,22413,23/02/2018 11:30:00,24/02/2018 16:58:36
1878,12,160,7154,23/02/2018 12:00:00,24/02/2018 14:54:46
1879,13,170,22543,23/02/2018 12:30:00,26/02/2018 04:52:33
1881,10,49,19430,23/02/2018 13:30:00,26/02/2018 01:51:39
1882,2,136,16440,23/02/2018 14:00:00,25/02/2018 03:01:40
1883,10,47,20978,23/02/2018 14:30:00,26/02/2018 05:59:13
1884,7,90,5066,23/02/2018 15:00:00,24/02/2018 22:16:46
1885,5,170,23376,23/02/2018 15:30:00,25/02/2018 06:18:47
1888,5,318,22025,23/02/2018 17:00:00,26/02/2018 05:36:27
1889,2,97,8988,23/02/2018 17:30:00,25/02/2018 14:56:28
1891,3,255,40873,23/02/2018 18:30:00,25/02/2018 11:30:18
1892,9,174,36419,23/02/2018 19:00:00,26/02/2018 04:21:53
1895,4,139,41259,23/02/2018 20:30:00,25/02/2018 23:22:55
1897,2,196,27346,23/02/2018 21:30:00,24/02/2018 22:18:35
1900,9,314,29713,23/02/2018 23:00:00,26/02/2018 14:18:50
1901,4,31,42624,23/02/2018 23:30:00,26/02/2018 13:12:50
1903,5,226,36101,24/02/2018 00:40:00,25/02/2018 20:21:41
1905,10,156,187,24/02/2018 02:00:00,25/02/2018 06:34:44
1906,3,200,14607,24/02/2018 02:40:00,26/02/2018 16:47:32
1908,6,258,30368,24/02/2018 04:00:00,25/02/2018 05:16:00
1910,12,382,29520,24/02/2018 05:20:00,26/02/2018 22:48:13
1911,12,279,40016,24/02/2018 06:00:00,26/02/2018 06:02:48
1912,7,192,17844,24/02/2018 06:40:00,25/02/2018 15:40:05
1913,5,76,44585,24/02/2018 07:20:00,25/02/2018 19:23:53
1916,4,380,40963,24/02/2018 09:20:00,26/02/2018 00:38:48
1917,11,67,5312,24/02/2018 10:00:00,26/02/2018 16:41:58
1918,10,177,12143,24/02/2018 10:40:00,26/02/2018 19:02:14
1919,12,99,16910,24/02/2018 11:20:00,26/02/2018 02:20:46
1920,14,27,18224,24/02/2018 12:00:00,25/02/2018 23:30:48
1930,9,139,38310,24/02/2018 18:40:00,
1934,12,273,24003,24/02/2018 21:20:00,
1935,7,383,8660,24/02/2018 22:00:00,
1944,8,210,11703,25/02/2018 03:12:00,
1948,14,255,35940,25/02/2018 05:20:00,
1967,11,36,12379,25/02/2018 15:28:00,
1976,14,327,42121,25/02/2018 20:16:00,
2003,12,30,21855,27/02/2018 00:00:00,
2008,4,399,2966,27/02/2018 04:25:00,
2010,14,159,15974,27/02/2018 06:11:00,
2012,3,331,9724,27/02/2018 07:57:00,
2013,9,323,41290,27/02/2018 08:50:00,
2032,9,44,4973,28/02/2018 00:56:00,
2036,4,109,15544,28/02/2018 02:48:00,
1923,7,189,38333,24/02/2018 14:00:00,26/02/2018 06:10:47
1924,5,299,31075,24/02/2018 14:40:00,25/02/2018 15:56:22
1925,6,162,12294,24/02/2018 15:20:00,26/02/2018 17:07:26
1926,14,204,27051,24/02/2018 16:00:00,25/02/2018 18:37:41
1927,4,339,17916,24/02/2018 16:40:00,26/02/2018 15:40:28
1928,6,300,13122,24/02/2018 17:20:00,25/02/2018 17:56:31
1931,9,186,44058,24/02/2018 19:20:00,26/02/2018 22:26:07
1932,13,256,30581,24/02/2018 20:00:00,26/02/2018 07:12:56
1933,4,274,13624,24/02/2018 20:40:00,27/02/2018 05:33:39
1936,11,304,13582,24/02/2018 22:40:00,26/02/2018 19:41:49
1937,5,352,24510,24/02/2018 23:20:00,27/02/2018 00:33:57
1939,4,353,19305,25/02/2018 00:32:00,26/02/2018 05:51:34
1940,3,53,40979,25/02/2018 01:04:00,27/02/2018 15:09:32
1941,12,242,18915,25/02/2018 01:36:00,27/02/2018 06:22:05
1942,7,254,16014,25/02/2018 02:08:00,26/02/2018 07:07:02
1943,3,320,34759,25/02/2018 02:40:00,27/02/2018 12:57:24
1946,1,91,17618,25/02/2018 04:16:00,27/02/2018 14:37:56
1947,10,334,14290,25/02/2018 04:48:00,26/02/2018 07:49:59
1949,9,187,10742,25/02/2018 05:52:00,27/02/2018 22:49:33
1950,2,13,5793,25/02/2018 06:24:00,26/02/2018 19:11:05
1951,12,130,17481,25/02/2018 06:56:00,27/02/2018 22:32:54
1952,3,380,4687,25/02/2018 07:28:00,27/02/2018 22:52:20
1954,8,314,3578,25/02/2018 08:32:00,26/02/2018 16:07:02
1955,4,347,9467,25/02/2018 09:04:00,26/02/2018 15:46:25
